日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
110/05/19,29610174,16832735286,571.0,572.0,565.0,567.0,-5.0,34443
110/05/20,36605692,20670883290,567.0,571.0,560.0,567.0,0.0,32301
110/05/21,28009899,16016851343,572.0,577.0,568.0,573.0,6.0,27050
110/05/24,15981036,9090836697,570.0,572.0,566.0,568.0,-5.0,20189
110/05/25,35445350,20525932956,576.0,584.0,573.0,583.0,15.0,39032
110/05/26,19555305,11433686898,587.0,588.0,581.0,585.0,2.0,21034
110/05/27,70061002,40643804852,580.0,582.0,573.0,582.0,-3.0,37545
110/05/28,30720737,18082265480,587.0,592.0,582.0,590.0,8.0,31581
110/05/31,31557426,18751716595,595.0,597.0,590.0,597.0,7.0,29798
110/06/01,18405285,10985893229,598.0,599.0,595.0,598.0,+1.00,20318
110/06/02,22416789,13362065937,600.0,600.0,593.0,595.0,-3.00,25170
110/06/03,31703679,18939839664,600.0,600.0,596.0,596.0,+1.00,20749
110/06/04,16072580,9521252157,591.0,595.0,590.0,595.0,-1.00,19112
110/06/07,17729179,10471176330,594.0,595.0,583.0,592.0,-3.00,25364
110/06/08,14083552,8312653665,590.0,595.0,588.0,589.0,-3.00,14051
110/06/09,21575159,12618113390,586.0,588.0,583.0,586.0,-3.00,36405
110/06/10,29741770,17696413894,591.0,599.0,587.0,599.0,+13.00,30487
110/06/11,24940705,15011140567,602.0,603.0,600.0,602.0,+3.00,25271
110/06/15,30245897,18415370774,607.0,609.0,606.0,609.0,+7.00,33515
110/06/16,28624508,17401326587,608.0,608.0,605.0,605.0,-4.00,25816
110/06/17,26477032,15924656516,601.0,606.0,598.0,606.0,X0.00,21061
110/06/18,42036170,25373026235,608.0,608.0,601.0,603.0,-3.00,16899
110/06/21,47339695,27749202661,590.0,594.0,583.0,583.0,-20.00,109204
110/06/22,30578091,17786329582,585.0,588.0,578.0,578.0,-5.00,56057
110/06/23,36386023,21500052844,583.0,598.0,581.0,595.0,+17.00,34454
110/06/24,19322765,11435647488,598.0,598.0,588.0,590.0,-5.00,18494
110/06/25,19140086,11355715486,598.0,598.0,589.0,591.0,+1.00,16850
110/06/28,15401977,9056869217,590.0,590.0,586.0,590.0,-1.00,20825
110/06/29,30837548,18350027611,598.0,598.0,591.0,595.0,+5.00,24078
110/06/30,34021380,20301841661,599.0,599.0,595.0,595.0,0.00,20097
110/07/01,18719706,11116195742,596.0,597.0,591.0,593.0,-2.0,20565
110/07/02,19633718,11562140245,590.0,593.0,587.0,588.0,-5.0,24056
110/07/05,30274105,17957255325,588.0,597.0,588.0,591.0,3.0,21836
110/07/06,13830591,8185167307,595.0,596.0,589.0,592.0,1.0,15751
110/07/07,17329148,10250342169,590.0,594.0,588.0,594.0,2.0,18023
110/07/08,21596183,12733045117,595.0,595.0,588.0,588.0,-6.0,23352
110/07/09,30602492,17821338170,582.0,585.0,580.0,584.0,-4.0,51232
110/07/12,33011596,19612592644,595.0,597.0,590.0,593.0,9.0,28636
110/07/13,54894335,33158730436,600.0,608.0,599.0,607.0,14.0,60121
110/07/14,39670241,24276719505,613.0,615.0,608.0,613.0,6.0,43173
110/07/15,23057868,14117908308,613.0,614.0,608.0,614.0,1.0,29913
110/07/16,61882128,36562482701,591.0,595.0,588.0,589.0,-25.0,86192
110/07/19,43248966,25135531384,583.0,584.0,578.0,582.0,-7.0,86753
110/07/20,16352855,9502338666,579.0,584.0,579.0,581.0,-1.0,27956
110/07/21,26476215,15440430690,586.0,586.0,580.0,585.0,4.0,32757
110/07/22,27075950,16014166571,589.0,594.0,587.0,591.0,6.0,23365
110/07/23,15705191,9206201715,592.0,592.0,583.0,585.0,-6.0,23635
110/07/26,22442745,13089591086,591.0,591.0,580.0,580.0,-5.0,37826
110/07/27,18925325,10997959654,581.0,584.0,580.0,580.0,0.0,20197
110/07/28,39744486,22884618824,576.0,579.0,573.0,579.0,-1.0,75078
110/07/29,25014772,14525643464,585.0,585.0,577.0,583.0,4.0,26868
110/07/30,26141286,15170421873,581.0,582.0,578.0,580.0,-3.0,16353
110/08/02,24948096,14593329483,583.0,590.0,580.0,590.0,10.0,19791
110/08/03,28104984,16655446605,594.0,594.0,590.0,594.0,4.0,20221
110/08/04,23714971,14132827829,598.0,598.0,594.0,596.0,2.0,18228
110/08/05,15673765,9343887536,598.0,598.0,593.0,596.0,0.0,15495
110/08/06,13994018,8275142201,596.0,596.0,588.0,591.0,-5.0,13742
110/08/09,17611955,10366798182,590.0,595.0,583.0,595.0,4.0,15068
110/08/10,17620825,10435618093,596.0,596.0,589.0,591.0,-4.0,13983
110/08/11,20311399,11943131619,590.0,590.0,585.0,590.0,-1.0,18548
110/08/12,16031265,9383967628,586.0,588.0,584.0,586.0,-4.0,15202
110/08/13,25440973,14769155709,585.0,585.0,579.0,581.0,-5.0,36198
110/08/16,19949389,11612486234,582.0,586.0,578.0,584.0,3.0,17055
110/08/17,31845499,18475506150,580.0,582.0,578.0,580.0,-4.0,19184
110/08/18,47063629,26855353529,568.0,575.0,566.0,574.0,-6.0,86118
110/08/19,42133375,23766228074,573.0,573.0,559.0,559.0,-15.0,119048
110/08/20,47741449,26565551162,560.0,563.0,551.0,552.0,-7.0,72684
110/08/23,34775337,19688362857,560.0,572.0,559.0,566.0,14.0,30421
110/08/24,27397309,15697269609,574.0,575.0,571.0,572.0,6.0,21032
110/08/25,28867651,16769849402,579.0,585.0,574.0,585.0,13.0,29096
110/08/26,45027320,26834160811,601.0,603.0,591.0,594.0,9.0,42735
110/08/27,29459532,17596859741,596.0,600.0,593.0,599.0,5.0,31217
110/08/30,40606821,24425472555,602.0,605.0,599.0,605.0,6.0,43096
110/08/31,58916407,35867753009,604.0,614.0,598.0,614.0,9.0,46791
110/09/01,31242788,19126702297,614.0,614.0,608.0,613.0,-1.00,30125
110/09/02,26715492,16341803689,613.0,615.0,607.0,607.0,-6.00,26153
110/09/03,53915006,33278648609,610.0,620.0,610.0,620.0,+13.00,62288
110/09/06,59223061,37250623087,623.0,638.0,621.0,631.0,+11.00,77024
110/09/07,27422775,17191259166,634.0,634.0,623.0,623.0,-8.00,29823
110/09/08,38713621,23960375113,622.0,627.0,612.0,619.0,-4.00,38267
110/09/09,19309522,11886107760,612.0,620.0,610.0,619.0,0.00,19569
110/09/10,16740439,10365721937,615.0,623.0,614.0,622.0,+3.00,17067
110/09/13,15809768,9734528161,619.0,620.0,613.0,615.0,-7.00,21779
110/09/14,16024935,9849961184,618.0,618.0,612.0,613.0,-2.00,13569
110/09/15,26041452,15872971715,610.0,613.0,607.0,607.0,-6.00,24839
110/09/16,23315040,14030697248,603.0,607.0,599.0,600.0,X0.00,31437
110/09/17,42383815,25510152115,600.0,610.0,599.0,600.0,0.00,18681
110/09/22,42732169,25056693727,586.0,589.0,583.0,586.0,-14.00,70389
110/09/23,22736266,13406035166,588.0,593.0,588.0,588.0,+2.00,22991
110/09/24,17302848,10289114839,591.0,598.0,590.0,598.0,+10.00,15796
110/09/27,20034221,11993300562,600.0,602.0,593.0,602.0,+4.00,16349
110/09/28,17325896,10291543822,595.0,596.0,592.0,594.0,-8.00,16496
110/09/29,51834124,30040354500,580.0,583.0,577.0,580.0,-14.00,95024
110/09/30,36318623,21054651328,580.0,585.0,575.0,580.0,0.00,32973
110/10/01,39006124,22368447571,579.0,579.0,571.0,574.0,-6.0,78088
110/10/04,22288138,12741914919,574.0,575.0,569.0,572.0,-2.0,42147
110/10/05,36063650,20406526124,562.0,572.0,560.0,572.0,0.0,56678
110/10/06,33989379,19345468774,573.0,574.0,565.0,571.0,-1.0,53606
110/10/07,28480400,16458019782,575.0,582.0,572.0,580.0,9.0,23304
110/10/08,22601904,13051944932,582.0,583.0,573.0,575.0,-5.0,24157
110/10/12,27126088,15455194493,570.0,575.0,564.0,575.0,0.0,32210
110/10/13,19267437,11006807040,572.0,575.0,570.0,571.0,-4.0,18050
110/10/14,14270641,8213170376,579.0,579.0,573.0,573.0,2.0,14814
110/10/15,55305252,32878638999,592.0,600.0,586.0,600.0,27.0,61088
110/10/18,19753943,11802365489,604.0,604.0,590.0,590.0,-10.0,21353
110/10/19,18709936,11196540994,598.0,600.0,593.0,600.0,10.0,20482
110/10/20,17537878,10527701553,603.0,604.0,597.0,598.0,-2.0,16410
110/10/21,16882324,10116911921,602.0,603.0,595.0,596.0,-2.0,17599
110/10/22,14236279,8520299817,600.0,602.0,594.0,600.0,4.0,12812
110/10/25,17724968,10518554968,597.0,597.0,590.0,593.0,-7.0,16139
110/10/26,27047187,16169131795,595.0,600.0,593.0,599.0,6.0,13081
110/10/27,16260278,9708715733,598.0,599.0,594.0,599.0,0.0,12042
110/10/28,16927154,10066068774,598.0,598.0,591.0,595.0,-4.0,15065
110/10/29,27684673,16352758906,595.0,596.0,589.0,590.0,-5.0,19937
110/11/01,17110357,10107402871,591.0,593.0,590.0,590.0,0.0,13798
110/11/02,16544999,9808608554,594.0,597.0,590.0,592.0,2.0,11662
110/11/03,11404984,6773439607,597.0,597.0,592.0,592.0,0.0,8934
110/11/04,18888245,11112246412,592.0,594.0,585.0,587.0,-5.0,22171
110/11/05,35086799,20974569571,598.0,600.0,595.0,600.0,13.0,31929
110/11/08,20886897,12544595323,600.0,602.0,598.0,602.0,2.0,17964
110/11/09,42340785,25935652781,611.0,617.0,610.0,611.0,9.0,42855
110/11/10,18518512,11303615778,611.0,612.0,608.0,612.0,1.0,19147
110/11/11,20257792,12225622771,600.0,606.0,600.0,606.0,-6.0,16140
110/11/12,21373014,12801799429,610.0,611.0,602.0,604.0,-2.0,13869
110/11/15,17140935,10434209332,609.0,611.0,607.0,608.0,4.0,13140
110/11/16,21776308,13285168416,612.0,612.0,608.0,610.0,2.0,14487
110/11/17,21829653,13330782804,615.0,615.0,608.0,610.0,0.0,14807
110/11/18,22933191,14019057524,613.0,614.0,607.0,613.0,3.0,15913
110/11/19,38847820,24047156185,622.0,623.0,617.0,618.0,5.0,32179
110/11/22,23296854,14354639781,618.0,618.0,615.0,615.0,-3.0,14108
110/11/23,20022520,12266300247,615.0,615.0,611.0,612.0,-3.0,15011
110/11/24,22978524,13904268592,612.0,612.0,602.0,603.0,-9.0,23584
110/11/25,14171433,8551663451,605.0,607.0,601.0,603.0,0.0,14137
110/11/26,27882175,16609442268,598.0,601.0,592.0,596.0,-7.0,47638
110/11/29,24160615,14360266132,594.0,598.0,591.0,593.0,-3.0,23653
110/11/30,69160408,41208103150,597.0,600.0,591.0,596.0,3.0,24427
110/12/01,30119408,18021861252,596.0,603.0,594.0,600.0,+4.00,15695
110/12/02,48720976,29780012954,605.0,615.0,602.0,615.0,+15.00,40629
110/12/03,27571974,16798271782,614.0,614.0,606.0,608.0,-7.00,16197
110/12/06,24474913,14740969839,603.0,609.0,600.0,600.0,-8.00,19139
110/12/07,21105883,12704452330,602.0,607.0,597.0,607.0,+7.00,22160
110/12/08,22194708,13490034097,614.0,614.0,602.0,602.0,-5.00,15634
110/12/09,12467833,7554386680,606.0,608.0,602.0,608.0,+6.00,9231
110/12/10,11371659,6874539365,605.0,608.0,602.0,605.0,-3.00,9215
110/12/13,17994933,10887156003,609.0,610.0,601.0,601.0,-4.00,12503
110/12/14,22997961,13757424386,598.0,600.0,597.0,599.0,-2.00,21324
110/12/15,22419040,13420958112,597.0,601.0,596.0,600.0,+1.00,19195
110/12/16,22151282,13370280179,605.0,605.0,601.0,605.0,X0.00,15515
110/12/17,30319495,18339763894,601.0,607.0,599.0,607.0,+2.00,11667
110/12/20,22381761,13446342438,607.0,607.0,598.0,598.0,-9.00,18943
110/12/21,17669559,10560361874,597.0,600.0,595.0,597.0,-1.00,17336
110/12/22,10127887,6067689422,598.0,601.0,598.0,600.0,+3.00,8238
110/12/23,16910501,10238270336,607.0,608.0,602.0,606.0,+6.00,12888
110/12/24,12008673,7276331245,606.0,609.0,604.0,604.0,-2.00,10444
110/12/27,16771900,10193462167,604.0,610.0,604.0,606.0,+2.00,16637
110/12/28,35156339,21569506434,610.0,615.0,610.0,615.0,+9.00,36241
110/12/29,25604320,15788043027,615.0,619.0,614.0,616.0,+1.00,28804
110/12/30,20522055,12654016133,619.0,620.0,615.0,615.0,-1.00,15565
